rank,signal,rule_id,severity,impact,score_contribution,title,file,start_line,duplicate_count,next_step
250,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,3 potentially unused exports in dead_code_accumulation.py,src/drift/signals/dead_code_accumulation.py,,1,"Review and remove 3 unused exports in dead_code_accumulation.py: DeadCodeAccumulationSignal.signal_type, DeadCodeAccumulationSignal.name, DeadCodeAccumulationSignal.analyze. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
251,dead_code_accumulation,dead_code_accumulation,high,0.0,0.0,8 potentially unused exports in doc_impl_drift.py,src/drift/signals/doc_impl_drift.py,,1,"Review and remove 8 unused exports in doc_impl_drift.py: DocImplDriftSignal.signal_type, DocImplDriftSignal.name, DocImplDriftSignal.analyze, DocImplDriftSignal._scan_adr_files, DocImplDriftSignal._discover_adr_dirs, DocImplDriftSignal._find_readme, DocImplDriftSignal._source_directories, DocImplDriftSignal._actual_import_modules. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
252,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,3 potentially unused exports in exception_contract_drift.py,src/drift/signals/exception_contract_drift.py,,1,"Review and remove 3 unused exports in exception_contract_drift.py: ExceptionContractDriftSignal.signal_type, ExceptionContractDriftSignal.name, ExceptionContractDriftSignal.analyze. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
253,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,3 potentially unused exports in explainability_deficit.py,src/drift/signals/explainability_deficit.py,,1,"Review and remove 3 unused exports in explainability_deficit.py: ExplainabilityDeficitSignal.signal_type, ExplainabilityDeficitSignal.name, ExplainabilityDeficitSignal.analyze. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
254,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,3 potentially unused exports in fan_out_explosion.py,src/drift/signals/fan_out_explosion.py,,1,"Review and remove 3 unused exports in fan_out_explosion.py: FanOutExplosionSignal.signal_type, FanOutExplosionSignal.name, FanOutExplosionSignal.analyze. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
255,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,3 potentially unused exports in guard_clause_deficit.py,src/drift/signals/guard_clause_deficit.py,,1,"Review and remove 3 unused exports in guard_clause_deficit.py: GuardClauseDeficitSignal.signal_type, GuardClauseDeficitSignal.name, GuardClauseDeficitSignal.analyze. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
256,dead_code_accumulation,dead_code_accumulation,high,0.0,0.0,7 potentially unused exports in hardcoded_secret.py,src/drift/signals/hardcoded_secret.py,,1,"Review and remove 7 unused exports in hardcoded_secret.py: HardcodedSecretSignal.signal_type, HardcodedSecretSignal.name, HardcodedSecretSignal.analyze, HardcodedSecretSignal._check_assignment, HardcodedSecretSignal._extract_var_name, HardcodedSecretSignal._evaluate_value, HardcodedSecretSignal._make_finding. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
257,dead_code_accumulation,dead_code_accumulation,high,0.0,0.0,7 potentially unused exports in insecure_default.py,src/drift/signals/insecure_default.py,,1,"Review and remove 7 unused exports in insecure_default.py: InsecureDefaultSignal.signal_type, InsecureDefaultSignal.name, InsecureDefaultSignal.analyze, InsecureDefaultSignal._check_tree, InsecureDefaultSignal._target_name, InsecureDefaultSignal._run_assign_checks, InsecureDefaultSignal._make_finding. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
258,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,3 potentially unused exports in missing_authorization.py,src/drift/signals/missing_authorization.py,,1,"Review and remove 3 unused exports in missing_authorization.py: MissingAuthorizationSignal.signal_type, MissingAuthorizationSignal.name, MissingAuthorizationSignal.analyze. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
259,dead_code_accumulation,dead_code_accumulation,high,0.0,0.0,4 potentially unused exports in mutant_duplicates.py,src/drift/signals/mutant_duplicates.py,,1,"Review and remove 4 unused exports in mutant_duplicates.py: MutantDuplicateSignal.signal_type, MutantDuplicateSignal.name, MutantDuplicateSignal.analyze, MutantDuplicateSignal._find_semantic_duplicates. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
260,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,3 potentially unused exports in naming_contract_violation.py,src/drift/signals/naming_contract_violation.py,,1,"Review and remove 3 unused exports in naming_contract_violation.py: NamingContractViolationSignal.signal_type, NamingContractViolationSignal.name, NamingContractViolationSignal.analyze. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
261,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,3 potentially unused exports in pattern_fragmentation.py,src/drift/signals/pattern_fragmentation.py,,1,"Review and remove 3 unused exports in pattern_fragmentation.py: PatternFragmentationSignal.signal_type, PatternFragmentationSignal.name, PatternFragmentationSignal.analyze. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
262,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,3 potentially unused exports in system_misalignment.py,src/drift/signals/system_misalignment.py,,1,"Review and remove 3 unused exports in system_misalignment.py: SystemMisalignmentSignal.signal_type, SystemMisalignmentSignal.name, SystemMisalignmentSignal.analyze. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
263,dead_code_accumulation,dead_code_accumulation,high,0.0,0.0,5 potentially unused exports in temporal_volatility.py,src/drift/signals/temporal_volatility.py,,1,"Review and remove 5 unused exports in temporal_volatility.py: TemporalVolatilitySignal.signal_type, TemporalVolatilitySignal.name, TemporalVolatilitySignal.analyze, TemporalVolatilitySignal._mean, TemporalVolatilitySignal._std. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
264,dead_code_accumulation,dead_code_accumulation,high,0.0,0.0,7 potentially unused exports in ts_architecture.py,src/drift/signals/ts_architecture.py,,1,"Review and remove 7 unused exports in ts_architecture.py: TypeScriptArchitectureSignal.signal_type, TypeScriptArchitectureSignal.name, TypeScriptArchitectureSignal.analyze, TypeScriptArchitectureSignal._run_circular, TypeScriptArchitectureSignal._run_cross_package, TypeScriptArchitectureSignal._run_layer_leak, TypeScriptArchitectureSignal._run_ui_to_infra. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
265,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,4 potentially unused exports in telemetry.py,src/drift/telemetry.py,,1,"Review and remove 4 unused exports in telemetry.py: telemetry_enabled, telemetry_file, current_run_id, estimate_tokens. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
266,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,3 potentially unused exports in timeline.py,src/drift/timeline.py,,1,"Review and remove 3 unused exports in timeline.py: DriftEvent, ModuleTimeline, AiBurst. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
267,dead_code_accumulation,dead_code_accumulation,medium,0.0,0.0,5 potentially unused exports in ground_truth.py,tests/fixtures/ground_truth.py,,1,"Review and remove 5 unused exports in ground_truth.py: GroundTruthFixture.materialize, GroundTruthFixture.tp_expectations, GroundTruthFixture.fp_expectations, GroundTruthFixture.inferred_kind, FileHistoryOverride. If they are framework entry-points or dynamically loaded, mark with # drift:ignore or add to exclude patterns."
268,fan_out_explosion,fan_out_explosion,medium,0.0,0.0,Fan-out explosion in copilot_context_benchmark.py,scripts/copilot_context_benchmark.py,,1,"Reduce import fan-out of copilot_context_benchmark.py (currently 24, threshold 15): split responsibilities into focused modules, introduce a facade or mediator to consolidate deps."
269,fan_out_explosion,fan_out_explosion,medium,0.0,0.0,Fan-out explosion in diagnose_phases.py,scripts/diagnose_phases.py,,1,"Reduce import fan-out of diagnose_phases.py (currently 16, threshold 15): split responsibilities into focused modules, introduce a facade or mediator to consolidate deps."
270,fan_out_explosion,fan_out_explosion,medium,0.0,0.0,Fan-out explosion in holdout_validation.py,scripts/holdout_validation.py,,1,"Reduce import fan-out of holdout_validation.py (currently 25, threshold 15): split responsibilities into focused modules, introduce a facade or mediator to consolidate deps."
271,fan_out_explosion,fan_out_explosion,medium,0.0,0.0,Fan-out explosion in repair_benchmark.py,scripts/repair_benchmark.py,,1,"Reduce import fan-out of repair_benchmark.py (currently 16, threshold 15): split responsibilities into focused modules, introduce a facade or mediator to consolidate deps."
272,fan_out_explosion,fan_out_explosion,medium,0.0,0.0,Fan-out explosion in sensitivity_analysis.py,scripts/sensitivity_analysis.py,,1,"Reduce import fan-out of sensitivity_analysis.py (currently 22, threshold 15): split responsibilities into focused modules, introduce a facade or mediator to consolidate deps."
273,fan_out_explosion,fan_out_explosion,medium,0.0,0.0,Fan-out explosion in temporal_drift.py,scripts/temporal_drift.py,,1,"Reduce import fan-out of temporal_drift.py (currently 16, threshold 15): split responsibilities into focused modules, introduce a facade or mediator to consolidate deps."
274,fan_out_explosion,fan_out_explosion,medium,0.0,0.0,Fan-out explosion in api.py,src/drift/api.py,,1,"Reduce import fan-out of api.py (currently 17, threshold 15): split responsibilities into focused modules, introduce a facade or mediator to consolidate deps."
275,fan_out_explosion,fan_out_explosion,high,0.0,0.0,Fan-out explosion in cli.py,src/drift/cli.py,,1,"Reduce import fan-out of cli.py (currently 28, threshold 15): split responsibilities into focused modules, introduce a facade or mediator to consolidate deps."
276,fan_out_explosion,fan_out_explosion,medium,0.0,0.0,Fan-out explosion in analyze.py,src/drift/commands/analyze.py,,1,"Reduce import fan-out of analyze.py (currently 19, threshold 15): split responsibilities into focused modules, introduce a facade or mediator to consolidate deps."
277,fan_out_explosion,fan_out_explosion,medium,0.0,0.0,Fan-out explosion in check.py,src/drift/commands/check.py,,1,"Reduce import fan-out of check.py (currently 17, threshold 15): split responsibilities into focused modules, introduce a facade or mediator to consolidate deps."
278,hardcoded_secret,hardcoded_secret,high,0.0,0.0,Hardcoded secret in 'HARDCODED_SECRET',src/drift/models.py,48,1,Use os.environ['HARDCODED_SECRET'] or os.getenv('HARDCODED_SECRET') instead of a string literal.

